Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_7","O3","Ozone (air)","AOT40c-P5Y","AOT40 vegetation protection averaged over 5 years","2020","11153.960","ug/m3","94.58","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:59:31","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_7","O3","Ozone (air)","AOT40cmeasured","AOT40c UNCORRECTED for data capture","2020","8809.700","ug/m3","98.64","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:57:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_7","O3","Ozone (air)","SOMO10","Sum of Ozone Means Over 10 ppb","2020","17823.676","ug/m3","99.18","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:54:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_7","O3","Ozone (air)","SOMO35","Sum of Ozone Means Over 35 ppb","2020","3927.233","ug/m3","99.18","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:54:14","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_7","O3","Ozone (air)","summer-avg","Summer mean","2020","64.043","ug/m3","99.16","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:52:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2020","23.288","ug/m3","99.18","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:04:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-hr-per50","1 year 50 percentile","2020","20.500","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:56:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","2020","99.100","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:01:08","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","2020","72.529","ug/m3","99.18","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:17:40","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-day-min","1 year day min","2020","5.271","ug/m3","99.18","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:37:06","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove200","1 year hour exceed 200","2020","0.000","count","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:25:47","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove400","1 year hour exceed 400","2020","0.000","count","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:35:42","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","2020","156.200","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:38:29","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","2020","99.100","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:34:41","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-hr-min","1 year hour min","2020","1.800","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:28:19","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y-3hAbove400","3 consecutive hours in exceedance of 400","2020","0.000","count","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:16:23","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P3Y","3 subsequent calendar years mean","2020","31.721","ug/m3","96.33","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:12:00","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2020","25.026","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_9","NOX as NO2","Nitrogen oxides (air)","P1Y-hr-per50","1 year 50 percentile","2020","23.500","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:56:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=9&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_9","NOX as NO2","Nitrogen oxides (air)","P1Y-hr-max","1 year hour max","2020","470.400","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:38:29","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=9&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_9","NOX as NO2","Nitrogen oxides (air)","P1Y-hr-min","1 year hour min","2020","1.300","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:28:19","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=9&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_9","NOX as NO2","Nitrogen oxides (air)","P3Y","3 subsequent calendar years mean","2020","34.257","ug/m3","33.05","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:12:00","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=9&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04004","PARIS 18eme","SPO-FR04004_9","NOX as NO2","Nitrogen oxides (air)","P1Y","Annual mean / 1 calendar year","2020","34.257","ug/m3","98.98","1","Background","Urban","2.3467","48.8917","60.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=9&Year_from=2020&Year_to=2020&Station=STA-FR04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_10","CO","Carbon monoxide (air)","P1Y-hr-per50","1 year 50 percentile","2020","0.342","mg/m3","89.40","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:56:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_10","CO","Carbon monoxide (air)","P1Y-dx-max","1 year day max max","2020","2.628","mg/m3","88.52","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:18:14","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_10","CO","Carbon monoxide (air)","P1Y-dx-avg","1 year daymax average","2020","0.558","mg/m3","88.52","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:20:52","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_10","CO","Carbon monoxide (air)","P1Y-8hdmxAbove10","1 year daymax exceed 10","2020","0.000","count","88.52","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:20:48","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_10","CO","Carbon monoxide (air)","P1Y-hr-max","1 year hour max","2020","4.413","mg/m3","89.40","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:38:29","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_10","CO","Carbon monoxide (air)","P1Y-hr-min","1 year hour min","2020","0.016","mg/m3","89.40","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:28:19","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_10","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2020","0.388","mg/m3","89.40","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_20","C6H6","Benzene (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2020","1.830","ug/m3","63.93","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:03:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=20&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_20","C6H6","Benzene (air)","P1Y-day-max","1 year day max","2020","3.700","ug/m3","63.93","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:17:23","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=20&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_20","C6H6","Benzene (air)","P1Y-day-min","1 year day min","2020","0.980","ug/m3","63.93","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:36:50","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=20&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_20","C6H6","Benzene (air)","P1Y","Annual mean / 1 calendar year","2020","1.880","ug/m3","65.26","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=20&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_21","C6H5-CH3","Toluene (air)","P1Y","Annual mean / 1 calendar year","2020","11.097","ug/m3","65.26","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=21&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_38","NO","Nitrogen monoxide (air)","P1Y-hr-per50","1 year 50 percentile","2020","44.500","ug/m3","88.90","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:56:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=38&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_38","NO","Nitrogen monoxide (air)","P1Y-hr-max","1 year hour max","2020","683.600","ug/m3","88.90","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:38:29","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=38&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_38","NO","Nitrogen monoxide (air)","P1Y-hr-min","1 year hour min","2020","0.800","ug/m3","88.90","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:28:19","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=38&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_38","NO","Nitrogen monoxide (air)","P1Y","Annual mean / 1 calendar year","2020","55.113","ug/m3","88.90","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=38&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_431","C6H5-C2H5","Ethyl benzene (air)","P1Y","Annual mean / 1 calendar year","2020","1.538","ug/m3","65.26","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=431&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_464","m,p-C6H4(CH3)2","m,p-Xylene (air)","P1Y","Annual mean / 1 calendar year","2020","5.011","ug/m3","65.26","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=464&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_482","o-C6H4-(CH3)2","o-Xylene (air)","P1Y","Annual mean / 1 calendar year","2020","1.963","ug/m3","65.26","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=482&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2020","21.329","ug/m3","86.34","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:01:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2020","20.800","ug/m3","87.11","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:56:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04012","Place Victor Basch","SPO-FR04012_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-P1D-per90.4","1 year 90.4 percentile - COMPLIANCE","2020","34.017","ug/m3","86.34","1","Traffic","Urban","2.3275","48.8278","66.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:02:00","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
