Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2020","14.692","ug/m3","97.27","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:01:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2020","14.100","ug/m3","96.53","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:56:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-P1D-per90.4","1 year 90.4 percentile - COMPLIANCE","2020","28.325","ug/m3","97.27","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:02:00","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-P1D-per90.41","1 year 90.41 percentile","2020","28.325","ug/m3","97.27","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:02:24","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2020","4.000","count","97.27","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:20:04","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-max","1 year day max","2020","62.104","ug/m3","97.27","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:16:45","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-max36","1 year day max 36","2020","28.258","ug/m3","97.27","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:29:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-min","1 year day min","2020","3.292","ug/m3","97.27","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:36:16","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-max","1 year hour max","2020","117.100","ug/m3","96.53","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:38:29","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-hr-min","1 year hour min","2020","0.000","ug/m3","96.53","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:28:19","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","19.184","ug/m3","95.42","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:12:00","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2020","16.848","ug/m3","96.53","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5029","BaP in PM10","Benzo(a)pyrene in PM10 (aerosol)","P3Y","3 subsequent calendar years mean","2020","0.127","ng/m3","98.73","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:12:00","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5029&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5029","BaP in PM10","Benzo(a)pyrene in PM10 (aerosol)","P1Y","Annual mean / 1 calendar year","2020","0.110","ng/m3","96.17","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5029&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5419","Dibenzo(ah)anthracene in PM10","Dibenzo(ah)anthracene in PM10 (aerosol)","P1Y","Annual mean / 1 calendar year","2020","0.020","ng/m3","96.17","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5419&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5610","Benzo(a)anthracene in PM10","Benzo(a)anthracene in PM10 (aerosol)","P1Y","Annual mean / 1 calendar year","2020","0.065","ng/m3","96.17","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5610&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5617","Benzo(b)fluoranthene in PM10","Benzo(b)fluoranthene in PM10 (aerosol)","P1Y","Annual mean / 1 calendar year","2020","0.159","ng/m3","96.17","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5617&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5623","Benzo(ghi)perylene in PM10","Benzo(ghi)perylene in PM10 (aerosol)","P1Y","Annual mean / 1 calendar year","2020","0.147","ng/m3","96.17","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5623&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5626","Benzo(k)fluoranthene in PM10","Benzo(k)fluoranthene in PM10 (aerosol)","P1Y","Annual mean / 1 calendar year","2020","0.070","ng/m3","96.17","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5626&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5655","Indeno-(1,2,3-cd)pyrene in PM","indeno_123cd_pyrene in PM10 (aerosol)","P1Y","Annual mean / 1 calendar year","2020","0.136","ng/m3","96.17","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5655&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_5759","Benzo(j)fluoranthene in PM10","Benzo(j)fluoranthene in PM10 (aerosol)","P1Y","Annual mean / 1 calendar year","2020","0.095","ng/m3","96.17","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=5759&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2020","6.875","ug/m3","94.81","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:02:47","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2020","6.700","ug/m3","95.00","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:56:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2020","49.458","ug/m3","94.81","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:17:04","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-min","1 year day min","2020","1.313","ug/m3","94.81","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:36:32","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-max","1 year hour max","2020","77.800","ug/m3","95.00","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:38:29","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-min","1 year hour min","2020","0.000","ug/m3","95.00","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:28:19","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","11.358","ug/m3","93.55","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:12:00","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2020","9.039","ug/m3","95.00","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 20:26:07","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_8","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2020","18.517","ug/m3","90.16","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 22:04:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_8","NO2","Nitrogen dioxide (air)","P1Y-hr-per50","1 year 50 percentile","2020","15.700","ug/m3","90.44","1","Background","Urban","2.2947","48.9297","28.0","Paris                                                                           ","FR001K1                                           ","6653903","E1a/validated data AQ e-Reporting","16/11/2021 21:56:21","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-FR04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
