,PA01H:CO,PA01H:PM10,PA01H:PM25,PA01H:NO2,PA01H:NO,PA01H:NOX,PA01H:O3,OBJECTID
,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,0
,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote,ozone,2
,CO,PM10,PM25,NO2,NO,NOX,O3,3
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/06/10 13:00:00+00,,32.300000,11.500000,20.400000,3,25,112.500000,3857
2021/06/10 14:00:00+00,,28.500000,10.900000,15.200000,1.700000,17.900000,122.500000,3858
2021/06/10 15:00:00+00,,35,11.500000,13.700000,1.500000,15.900000,127.700000,3859
2021/06/10 16:00:00+00,,32.200000,10.400000,13.300000,1.100000,15.100000,119.600000,3860
2021/06/10 17:00:00+00,,27.900000,10.100000,13.300000,1.400000,15.400000,113.100000,3861
2021/06/10 18:00:00+00,,39.200000,9.900000,12.400000,0.800000,13.800000,105.500000,3862
2021/06/10 19:00:00+00,,16.500000,7.300000,12.500000,1,13.900000,82.200000,3863
2021/06/10 20:00:00+00,,16.700000,7.200000,10.500000,0.700000,11.500000,65.300000,3864
2021/06/10 21:00:00+00,,18.500000,7.800000,10.400000,0.500000,11.200000,59.600000,3865
2021/06/10 22:00:00+00,,20.800000,9.700000,16.600000,0.700000,17.600000,51.800000,3866
2021/06/10 23:00:00+00,,12,6.700000,17.900000,0.700000,18.900000,40.600000,3867
2021/06/11 00:00:00+00,,12.600000,4.700000,10.500000,0.700000,11.600000,35.100000,3868
2021/06/11 01:00:00+00,,7.400000,3.600000,12,0.800000,13.200000,28.900000,3869
2021/06/11 02:00:00+00,,15.200000,4.600000,10.400000,0.900000,11.900000,26.700000,3870
2021/06/11 03:00:00+00,,5.300000,2.600000,10.600000,1,12.100000,25.500000,3871
2021/06/11 04:00:00+00,,6.500000,2.700000,15.500000,0.900000,17,20.400000,3872
2021/06/11 05:00:00+00,,13.200000,3.600000,23.200000,2.900000,27.700000,14.100000,3873
2021/06/11 06:00:00+00,,14.900000,5,26.700000,13.500000,47.500000,12.900000,3874
2021/06/11 07:00:00+00,,,6.800000,25,16.400000,50.100000,18.500000,3875
2021/06/11 08:00:00+00,,,7.400000,24.100000,16.300000,49,23.900000,3876
2021/06/11 09:00:00+00,,,6.300000,20.600000,10.700000,37,32.800000,3877
2021/06/11 10:00:00+00,,,7.100000,14.800000,6,24.100000,45.600000,3878
2021/06/11 11:00:00+00,,,6,12.800000,4.300000,19.300000,55.300000,3879
2021/06/11 12:00:00+00,,,9.100000,9.900000,2.500000,13.700000,68,3880
2021/06/11 13:00:00+00,,,6.200000,8.300000,1.900000,11.300000,74.300000,3881
2021/06/11 14:00:00+00,,,6.100000,8.500000,1.900000,11.400000,67.400000,3882
2021/06/11 15:00:00+00,,,4.900000,8.100000,1.900000,11,64,3883
2021/06/11 16:00:00+00,,,4.600000,9.500000,2,12.500000,61.300000,3884
2021/06/11 17:00:00+00,,,5.100000,9.400000,1.700000,12.100000,69.600000,3885
2021/06/11 18:00:00+00,,,5.600000,9.900000,1.300000,11.800000,73.300000,3886
2021/06/11 19:00:00+00,,,8.400000,12.100000,1,13.600000,70.700000,3887
2021/06/11 20:00:00+00,,,14.700000,12.100000,0.800000,13.300000,72,3888
2021/06/11 21:00:00+00,,,11.400000,14.700000,0.300000,15.300000,56.800000,3889
2021/06/11 22:00:00+00,,,7.300000,16.500000,0.700000,17.600000,38,3890
2021/06/11 23:00:00+00,,10.100000,5.200000,16.500000,0.900000,17.800000,36.100000,3891
2021/06/12 00:00:00+00,,13.700000,6.400000,14.500000,0.800000,15.700000,31.500000,3892
2021/06/12 01:00:00+00,,8.400000,3.800000,11.200000,0.700000,12.400000,29.300000,3893
2021/06/12 02:00:00+00,,5.500000,2.500000,8.200000,0.600000,9.100000,32,3894
2021/06/12 03:00:00+00,,5,2.500000,8.300000,0.500000,9,29.800000,3895
2021/06/12 04:00:00+00,,4.900000,2.300000,7,0.600000,7.800000,30.500000,3896
2021/06/12 05:00:00+00,,7.200000,3.100000,10.300000,1,11.800000,27.400000,3897
2021/06/12 06:00:00+00,,7.500000,3.800000,10.700000,2.400000,14.200000,28.100000,3898
2021/06/12 07:00:00+00,,9,3.500000,10.800000,4.100000,17.100000,29.600000,3899
2021/06/12 08:00:00+00,,15.400000,5.900000,9.900000,5.500000,18.300000,28.200000,3900
2021/06/12 09:00:00+00,,,9.100000,8.100000,5.400000,16.400000,28.900000,3901
2021/06/12 10:00:00+00,,,13.600000,8.100000,4.200000,14.500000,34.200000,3902
2021/06/12 11:00:00+00,,,13.200000,7.400000,3.400000,12.600000,42.100000,3903
2021/06/12 12:00:00+00,,,10.400000,5.600000,2.400000,9.300000,44.800000,3904
2021/06/12 13:00:00+00,,,10.900000,6,2.300000,9.500000,49.100000,3905
2021/06/12 14:00:00+00,,,20.400000,7.100000,1.900000,9.900000,59.400000,3906
2021/06/12 15:00:00+00,,,21.900000,8.100000,1.500000,10.400000,75,3907
2021/06/12 16:00:00+00,,,13.600000,7.600000,1.400000,9.800000,67.400000,3908
2021/06/12 17:00:00+00,,,9.100000,8.400000,1.600000,10.700000,61.400000,3909
2021/06/12 18:00:00+00,,,12.300000,8.300000,1.500000,10.700000,67.900000,3910
2021/06/12 19:00:00+00,,,10.300000,9,0.800000,10.300000,65.400000,3911
2021/06/12 20:00:00+00,,,11.400000,12.500000,0.600000,13.400000,61.200000,3912
2021/06/12 21:00:00+00,,,9.900000,13.600000,0.700000,14.600000,53.900000,3913
2021/06/12 22:00:00+00,,11.300000,6.800000,13.200000,0.500000,13.900000,56.500000,3914
2021/06/12 23:00:00+00,,10,6.200000,15.200000,0.500000,16,54.600000,3915
2021/06/13 00:00:00+00,,9.200000,6.300000,13.800000,0.400000,14.300000,55,3916
2021/06/13 01:00:00+00,,9.400000,6.100000,9.900000,0.400000,10.500000,55.900000,3917
2021/06/13 02:00:00+00,,9.300000,6.700000,8.800000,0.300000,9.300000,56.700000,3918
2021/06/13 03:00:00+00,,10.900000,7.300000,9.200000,0.400000,9.900000,53.500000,3919
2021/06/13 04:00:00+00,,12.300000,7.800000,9.100000,0.400000,9.700000,52.700000,3920
2021/06/13 05:00:00+00,,17.300000,8.700000,10,0.500000,10.800000,53.100000,3921
2021/06/13 06:00:00+00,,16.600000,8.700000,10.500000,1.300000,12.400000,55.600000,3922
2021/06/13 07:00:00+00,,,8.400000,7.900000,1.100000,9.600000,68.700000,3923
2021/06/13 08:00:00+00,,,7.300000,6.800000,1.200000,8.500000,76.800000,3924
2021/06/13 09:00:00+00,,,7,5.900000,1,7.400000,83.900000,3925
2021/06/13 10:00:00+00,,,8.100000,5.700000,0.900000,7.100000,89.200000,3926
2021/06/13 11:00:00+00,,,7.700000,6.100000,1,7.600000,92.500000,3927
2021/06/13 12:00:00+00,,,6.100000,6.100000,1,7.600000,92.700000,3928
2021/06/13 13:00:00+00,,,5.500000,6.600000,1.300000,8.500000,90.800000,3929
2021/06/13 14:00:00+00,,,7.700000,7.400000,1.400000,9.500000,88.600000,3930
2021/06/13 15:00:00+00,,,7,7.100000,1.400000,9.200000,87.700000,3931
2021/06/13 16:00:00+00,,,4.900000,6.200000,1,7.700000,90.400000,3932
2021/06/13 17:00:00+00,,,8.700000,7.500000,1.100000,9.200000,90.400000,3933
2021/06/13 18:00:00+00,,,5.900000,9.100000,1.300000,11,88.700000,3934
2021/06/13 19:00:00+00,,,6.200000,11.700000,0.900000,13.100000,84.600000,3935
2021/06/13 20:00:00+00,,,6,14.500000,0.600000,15.400000,77.700000,3936
2021/06/13 21:00:00+00,,,5.800000,19.600000,0.500000,20.300000,67.700000,3937
2021/06/13 22:00:00+00,,,6.800000,27.600000,0.500000,28.300000,56.100000,3938
2021/06/13 23:00:00+00,,,9.400000,37.100000,0.500000,37.700000,45.700000,3939
2021/06/14 00:00:00+00,,,6.100000,29.700000,0.500000,30.400000,50.700000,3940
2021/06/14 01:00:00+00,,14.700000,6.400000,24.100000,0.500000,24.800000,52.100000,3941
2021/06/14 02:00:00+00,,16,7.900000,30.800000,0.400000,31.500000,42,3942
2021/06/14 03:00:00+00,,12.400000,6.800000,24.100000,0.400000,24.800000,49.200000,3943
2021/06/14 04:00:00+00,,14.700000,7,22.100000,0.600000,23.100000,48.500000,3944
2021/06/14 05:00:00+00,,16.700000,7.600000,34.300000,2.200000,37.600000,34,3945
2021/06/14 06:00:00+00,,,9.600000,50.200000,11,67,27.200000,3946
2021/06/14 07:00:00+00,,,12.200000,55.800000,18.700000,84.600000,33.100000,3947
2021/06/14 08:00:00+00,,36.500000,11.400000,54.400000,18.700000,83,40.900000,3948
2021/06/14 09:00:00+00,,44.600000,12,42.200000,12,60.600000,60.800000,3949
2021/06/14 10:00:00+00,,39.600000,10.500000,31,6.600000,41,78,3950
2021/06/14 11:00:00+00,,29.700000,8.800000,24.900000,4.700000,32,88.900000,3951
2021/06/14 12:00:00+00,,,10,19.900000,3,24.300000,100.500000,3952
2021/06/14 13:00:00+00,,,7.600000,16.900000,2.300000,20.500000,107.500000,3953
2021/06/14 14:00:00+00,,,8.900000,17.300000,2.300000,20.700000,119.200000,3954
2021/06/14 15:00:00+00,,,7.800000,20.900000,2.300000,24.200000,122.400000,3955
2021/06/14 16:00:00+00,,,10.900000,20.900000,1.800000,23.700000,140.700000,3956
2021/06/14 17:00:00+00,,,9.900000,14.100000,1.100000,15.700000,141.500000,3957
2021/06/14 18:00:00+00,,,7.400000,12.300000,1,13.800000,124.400000,3958
2021/06/14 19:00:00+00,,,9,10.900000,0.600000,11.800000,115.800000,3959
2021/06/14 20:00:00+00,,,10.100000,12.100000,0.700000,13.200000,101.600000,3960
2021/06/14 21:00:00+00,,,9.200000,14.400000,0.400000,15.200000,91.500000,3961
2021/06/14 22:00:00+00,,,9.600000,15.900000,0.500000,16.600000,86.800000,3962
2021/06/14 23:00:00+00,,,12.500000,18.300000,0.500000,19.100000,87.500000,3963
2021/06/15 00:00:00+00,,,8.200000,11.700000,0.500000,12.500000,92.500000,3964
2021/06/15 01:00:00+00,,,9.200000,10.200000,0.400000,10.800000,86.100000,3965
2021/06/15 02:00:00+00,,21.700000,10.300000,12.800000,0.300000,13.300000,78.400000,3966
2021/06/15 03:00:00+00,,16.900000,9.100000,12.400000,0.600000,13.300000,68.100000,3967
2021/06/15 04:00:00+00,,17.600000,9,11.900000,0.500000,12.600000,63.300000,3968
2021/06/15 05:00:00+00,,18.600000,9.100000,16.800000,0.700000,17.800000,63,3969
2021/06/15 06:00:00+00,,24.800000,10.600000,27.700000,2.300000,31.100000,59.600000,3970
2021/06/15 07:00:00+00,,31.400000,13.400000,43.800000,9,57.500000,55.700000,3971
2021/06/15 08:00:00+00,,,19.300000,44.400000,8.100000,56.900000,62.300000,3972
2021/06/15 09:00:00+00,,,17.800000,51.400000,9.800000,66.400000,68.200000,3973
2021/06/15 10:00:00+00,,,18,35.100000,6.400000,44.800000,95.800000,3974
2021/06/15 11:00:00+00,,,12,18,2.500000,21.700000,111.800000,3975
2021/06/15 12:00:00+00,,,13.700000,16.900000,2.200000,20.300000,118.400000,3976
2021/06/15 13:00:00+00,,,14.100000,13.700000,1.300000,15.600000,124.800000,3977
2021/06/15 14:00:00+00,,,14.400000,13.200000,1.300000,15.300000,125.900000,3978
2021/06/15 15:00:00+00,,,11.900000,13.600000,1.200000,15.400000,130.300000,3979
2021/06/15 16:00:00+00,,,14,14.700000,1.300000,16.500000,124.500000,3980
2021/06/15 17:00:00+00,,,12.800000,14.800000,1.200000,16.800000,118.500000,3981
2021/06/15 18:00:00+00,,,11,15.200000,1,16.900000,107.800000,3982
2021/06/15 19:00:00+00,,,10.400000,14.800000,0.800000,16,100.900000,3983
2021/06/15 20:00:00+00,,,11.800000,13.800000,0.500000,14.600000,99.400000,3984
2021/06/15 21:00:00+00,,,14.500000,14.500000,0.500000,15.300000,95.700000,3985
2021/06/15 22:00:00+00,,,15.900000,20,0.500000,20.600000,96.700000,3986
2021/06/15 23:00:00+00,,25.400000,15.100000,27,0.300000,27.400000,85,3987
2021/06/16 00:00:00+00,,25.700000,15,20,0.400000,20.500000,88.300000,3988
2021/06/16 01:00:00+00,,21.800000,13.900000,15.600000,0.600000,16.500000,94.100000,3989
2021/06/16 02:00:00+00,,20.800000,13.700000,12.900000,0.300000,13.400000,95.700000,3990
2021/06/16 03:00:00+00,,20.600000,14.300000,14.600000,0.400000,15.200000,94.500000,3991
2021/06/16 04:00:00+00,,22.300000,14.500000,14.700000,0.400000,15.500000,87.200000,3992
2021/06/16 05:00:00+00,,28,15.200000,14.700000,0.300000,15.200000,90.500000,3993
2021/06/16 06:00:00+00,,26,16.900000,25.300000,1.500000,27.500000,86,3994
2021/06/16 07:00:00+00,,,22.400000,46.200000,6.300000,55.900000,68.800000,3995
2021/06/16 08:00:00+00,,,19.200000,48.200000,8.300000,61,70.400000,3996
2021/06/16 09:00:00+00,,,18.800000,43.300000,6.700000,53.600000,81.700000,3997
2021/06/16 10:00:00+00,,,14.700000,24.400000,2.900000,28.700000,106.300000,3998
2021/06/16 11:00:00+00,,,17.200000,20.600000,2.300000,24.200000,121.700000,3999
2021/06/16 12:00:00+00,,,18.600000,17.900000,1.500000,20.200000,130.900000,4000
2021/06/16 13:00:00+00,,,18.400000,17.100000,1.900000,20,125.700000,4001
2021/06/16 14:00:00+00,,,18,14.800000,1.800000,17.400000,117.100000,4002
2021/06/16 15:00:00+00,,,12.100000,13,1.600000,15.400000,119.300000,4003
2021/06/16 16:00:00+00,,,15.800000,15.500000,1.800000,18.100000,117.100000,4004
2021/06/16 17:00:00+00,,,17.600000,14.200000,0.800000,15.500000,113.800000,4005
2021/06/16 18:00:00+00,,,12.600000,16.500000,0.700000,17.500000,101.800000,4006
2021/06/16 19:00:00+00,,,11,15.400000,0.500000,16.100000,97.700000,4007
2021/06/16 20:00:00+00,,,11.900000,19.700000,0.400000,20.200000,89.300000,4008
2021/06/16 21:00:00+00,,,13.400000,30.600000,0.600000,31.400000,68.900000,4009
2021/06/16 22:00:00+00,,,13.600000,37.400000,0.400000,37.900000,59,4010
2021/06/16 23:00:00+00,,,11.500000,45.900000,0.600000,46.900000,49.300000,4011
2021/06/17 00:00:00+00,,21.600000,11,37,0.700000,38,56.900000,4012
2021/06/17 01:00:00+00,,19.400000,10.500000,22,0.600000,23,67.700000,4013
2021/06/17 02:00:00+00,,18.800000,12.400000,17,0.400000,17.600000,69.300000,4014
2021/06/17 03:00:00+00,,21.900000,13.200000,5.700000,0.400000,6.300000,79.900000,4015
2021/06/17 04:00:00+00,,20,10.300000,5.100000,0.400000,5.700000,76.400000,4016
2021/06/17 05:00:00+00,,19.300000,9.900000,18.900000,0.500000,19.600000,56.900000,4017
2021/06/17 06:00:00+00,,18.800000,9.700000,30.200000,3,34.800000,52.400000,4018
2021/06/17 07:00:00+00,,19.400000,9.400000,34.700000,5.900000,43.600000,50.500000,4019
2021/06/17 08:00:00+00,,21.100000,9.200000,24.300000,3.900000,30.200000,60.500000,4020
2021/06/17 09:00:00+00,,17.400000,7.100000,16.400000,3.300000,21.400000,80,4021
2021/06/17 10:00:00+00,,15.300000,6.900000,17.800000,2.800000,22.100000,84.100000,4022
2021/06/17 11:00:00+00,,16.200000,8.400000,14.100000,2.500000,17.700000,96,4023
2021/06/17 12:00:00+00,,15.300000,7.700000,14.600000,2.300000,18,104.200000,4024
2021/06/17 13:00:00+00,,15.400000,7.600000,13.800000,1.500000,16.100000,104.400000,4025
2021/06/17 14:00:00+00,,14.300000,6.700000,12.500000,1.600000,15,104.600000,4026
2021/06/17 15:00:00+00,,16.900000,7.500000,18.700000,1.200000,20.700000,98.900000,4027
2021/06/17 16:00:00+00,,15.700000,7.700000,18,1.500000,20.400000,96.100000,4028
2021/06/17 17:00:00+00,,15.200000,7.700000,19.400000,1.100000,21,93.600000,4029
2021/06/17 18:00:00+00,,16.300000,7.700000,21.600000,1,23.100000,82.300000,4030
2021/06/17 19:00:00+00,,14.200000,7.300000,18.600000,0.600000,19.500000,78.700000,4031
2021/06/17 20:00:00+00,,12,7.500000,16.300000,0.500000,16.900000,85.200000,4032
2021/06/17 21:00:00+00,,10.800000,7.200000,14.300000,0.100000,14.400000,79.500000,4033
2021/06/17 22:00:00+00,,11.300000,7.200000,15.600000,0.300000,16,74.400000,4034
2021/06/17 23:00:00+00,,11,6.900000,18.900000,0.400000,19.400000,75,4035
2021/06/18 00:00:00+00,,11.600000,7.500000,11.400000,0.400000,12,74.500000,4036
2021/06/18 01:00:00+00,,11.300000,7.700000,10.400000,0.200000,10.900000,69.400000,4037
2021/06/18 02:00:00+00,,10.300000,6.300000,8.800000,0.300000,9.400000,69.500000,4038
2021/06/18 03:00:00+00,,10.900000,5.500000,6.800000,0.500000,7.500000,69.500000,4039
2021/06/18 04:00:00+00,,10.500000,4.900000,8.600000,0.500000,9.300000,64.500000,4040
2021/06/18 05:00:00+00,,11,5.800000,12.200000,0.600000,13,57.500000,4041
2021/06/18 06:00:00+00,,13.500000,7,20.100000,2.300000,23.600000,48.100000,4042
2021/06/18 07:00:00+00,,20.800000,9.400000,28.800000,8,41,40.200000,4043
2021/06/18 08:00:00+00,,21.700000,9.500000,23.600000,5.300000,31.600000,52.800000,4044
2021/06/18 09:00:00+00,,22.200000,9.400000,17.200000,3.800000,23,61.400000,4045
2021/06/18 10:00:00+00,,22.100000,9.300000,14.800000,3.400000,20.100000,75.200000,4046
2021/06/18 11:00:00+00,,17.600000,7.800000,12,2.400000,15.700000,85.400000,4047
2021/06/18 12:00:00+00,,20.300000,9,13.200000,2.600000,17.200000,83.300000,4048
2021/06/18 13:00:00+00,,16.500000,6.700000,12.100000,2.300000,15.700000,84.200000,4049
2021/06/18 14:00:00+00,,15.300000,5.700000,12.900000,2.400000,16.700000,77.400000,4050
2021/06/18 15:00:00+00,,12.400000,5.200000,12.100000,1.900000,15,76.800000,4051
2021/06/18 16:00:00+00,,11.700000,5,13.600000,1.600000,16,70.500000,4052
2021/06/18 17:00:00+00,,9.400000,5.200000,14,1.900000,16.900000,65.700000,4053
2021/06/18 18:00:00+00,,9.400000,4.700000,11.400000,1.600000,13.900000,72.200000,4054
2021/06/18 19:00:00+00,,8.500000,4.700000,12.100000,1.400000,14.200000,75.100000,4055
2021/06/18 20:00:00+00,,9.600000,5.400000,12.200000,0.800000,13.300000,72.500000,4056
2021/06/18 21:00:00+00,,9.400000,5.200000,14.400000,0.500000,15.300000,64,4057
2021/06/18 22:00:00+00,,10.200000,5.100000,15.400000,0.600000,16.400000,56.500000,4058
2021/06/18 23:00:00+00,,9.800000,5,14,0.600000,14.800000,54.600000,4059
2021/06/19 00:00:00+00,,9,4.800000,11.700000,0.600000,12.500000,56.300000,4060
2021/06/19 01:00:00+00,,8.300000,4.200000,8,0.400000,8.700000,68.900000,4061
2021/06/19 02:00:00+00,,9.300000,4.700000,9.600000,0.600000,10.500000,58.700000,4062
2021/06/19 03:00:00+00,,6.200000,3.700000,7.300000,0.400000,7.900000,65,4063
2021/06/19 04:00:00+00,,6.500000,3.900000,7.900000,0.700000,9,62.900000,4064
2021/06/19 05:00:00+00,,8.600000,4.700000,11,0.800000,12.200000,55.500000,4065
2021/06/19 06:00:00+00,,8,4.700000,15.700000,1.400000,17.700000,52.600000,4066
2021/06/19 07:00:00+00,,12.800000,7.300000,27.700000,4.200000,34,38.500000,4067
2021/06/19 08:00:00+00,,15.100000,7.700000,25.500000,4.200000,31.800000,45,4068
2021/06/19 09:00:00+00,,16.600000,8.800000,28.300000,3.700000,34,44.900000,4069
2021/06/19 10:00:00+00,,18.200000,9.700000,27.400000,4.400000,34.200000,46.100000,4070
2021/06/19 11:00:00+00,,16.600000,10.100000,15.700000,3,20.300000,67.800000,4071
2021/06/19 12:00:00+00,,17.400000,10.600000,12.900000,2.100000,16.100000,84,4072
2021/06/19 13:00:00+00,,19.900000,12.100000,13,1.300000,14.800000,96.400000,4073
2021/06/19 14:00:00+00,,21.800000,12.300000,14.400000,1.300000,16.400000,95.800000,4074
2021/06/19 15:00:00+00,,20.400000,11.200000,16.200000,1.100000,17.800000,82,4075
2021/06/19 16:00:00+00,,17.400000,10.600000,19.400000,0.600000,20.400000,66.200000,4076
2021/06/19 17:00:00+00,,19.500000,12.300000,21.700000,0.800000,22.900000,50.400000,4077
2021/06/19 18:00:00+00,,16.200000,11.800000,23.300000,1.100000,25,40.800000,4078
2021/06/19 19:00:00+00,,15.500000,11.800000,24.600000,1.200000,26.400000,37.300000,4079
2021/06/19 20:00:00+00,,15.100000,11.500000,18.400000,0.800000,19.700000,38,4080
2021/06/19 21:00:00+00,,15.100000,11.200000,14.100000,0.400000,14.700000,38.800000,4081
2021/06/19 22:00:00+00,,17.400000,12.900000,16.900000,0.400000,17.400000,30.800000,4082
2021/06/19 23:00:00+00,,20.100000,14.300000,24.100000,0.700000,25.200000,32.400000,4083
2021/06/20 00:00:00+00,,15.500000,8.500000,13.700000,0.400000,14.200000,42.900000,4084
2021/06/20 01:00:00+00,,12.300000,5.500000,6.800000,0.600000,7.700000,49.200000,4085
2021/06/20 02:00:00+00,,8.100000,3.800000,6.500000,0.700000,7.600000,60.100000,4086
2021/06/20 03:00:00+00,,15,5.800000,5.900000,0.600000,6.900000,50,4087
2021/06/20 04:00:00+00,,12.200000,4.600000,5,0.500000,5.700000,60.800000,4088
2021/06/20 05:00:00+00,,8.900000,3.600000,4.500000,0.500000,5.300000,61.800000,4089
2021/06/20 06:00:00+00,,9.700000,4.300000,6.100000,0.600000,7,59.500000,4090
2021/06/20 07:00:00+00,,10.100000,4.700000,5.300000,0.800000,6.600000,60.400000,4091
2021/06/20 08:00:00+00,,11,5.500000,4.400000,1.100000,6.100000,63,4092
2021/06/20 09:00:00+00,,11.500000,5.200000,5.300000,1.300000,7.200000,66.600000,4093
2021/06/20 10:00:00+00,,9.900000,5.100000,6.100000,1.400000,8.300000,73,4094
2021/06/20 11:00:00+00,,10.500000,5,7.400000,1.500000,9.700000,81.700000,4095
2021/06/20 12:00:00+00,,12.100000,6.100000,8.300000,1.300000,10.200000,89.900000,4096
2021/06/20 13:00:00+00,,12.300000,6.400000,8.400000,1.300000,10.400000,96.400000,4097
2021/06/20 14:00:00+00,,12.700000,6.200000,8.600000,1,10.100000,92,4098
2021/06/20 15:00:00+00,,13.500000,6.200000,6.500000,0.900000,7.700000,83.900000,4099
2021/06/20 16:00:00+00,,12.100000,5.800000,5.900000,0.700000,7,82.700000,4100
2021/06/20 17:00:00+00,,12.600000,6.900000,12.200000,1.100000,13.900000,71.400000,4101
2021/06/20 18:00:00+00,,11.400000,7.100000,19.100000,1.400000,21.200000,58.500000,4102
2021/06/20 19:00:00+00,,10.400000,7.200000,17.200000,1.100000,18.800000,56.100000,4103
2021/06/20 20:00:00+00,,10.300000,7.600000,18.900000,0.600000,19.800000,53.400000,4104
2021/06/20 21:00:00+00,,10.100000,7.400000,20.600000,0.500000,21.400000,50.900000,4105
2021/06/20 22:00:00+00,,10,6.700000,24.600000,0.500000,25.300000,41.100000,4106
2021/06/20 23:00:00+00,,7.900000,5.500000,20.700000,0.600000,21.500000,40.300000,4107
2021/06/21 00:00:00+00,,7.500000,4.800000,14.800000,0.400000,15.500000,41.800000,4108
2021/06/21 01:00:00+00,,7.200000,4.600000,12.200000,0.700000,13.300000,41.300000,4109
2021/06/21 02:00:00+00,,8.400000,5.400000,12.700000,0.600000,13.600000,38.800000,4110
2021/06/21 03:00:00+00,,10,5.500000,9.700000,0.600000,10.700000,49.800000,4111
2021/06/21 04:00:00+00,,9.800000,4.600000,5.200000,0.500000,5.800000,53.500000,4112
2021/06/21 05:00:00+00,,11.100000,5.600000,7.900000,0.600000,8.700000,49,4113
2021/06/21 06:00:00+00,,12.200000,6.200000,17.500000,2.300000,21,40.200000,4114
2021/06/21 07:00:00+00,,14,6.600000,18.300000,3.100000,23.100000,43.400000,4115
2021/06/21 08:00:00+00,,,7.700000,17.300000,3.700000,23,48.100000,4116
2021/06/21 09:00:00+00,,19.100000,6.200000,14.700000,4.100000,20.900000,58.800000,4117
2021/06/21 10:00:00+00,,12.400000,4.600000,11.600000,3,16.200000,65.500000,4118
2021/06/21 11:00:00+00,,12.900000,5,12.400000,2.900000,16.900000,64.900000,4119
2021/06/21 12:00:00+00,,10.700000,4.800000,8.500000,2,11.700000,72.600000,4120
2021/06/21 13:00:00+00,,9.400000,4.200000,7.900000,1.700000,10.500000,78.900000,4121
