#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2020-01-29,9,6,18,5,8,9,4.4,82,9.625,1016,66.125,9,4,3,122,176,116,0,1,5.2,météo défavorable
2020-01-30,11,6,19,6,8,10,2.1,95,7.75,1016,81.125,12,11,3,116,176,266,0,1,3.5,météo défavorable
2020-01-31,13,11,17,11,13,12,0,89,10,1014,96,13,11,10,122,122,122,0,1,3.5,météo défavorable
2020-02-01,14,12,22,12,13,13,20.6,91,8.75,1015,89.5,14,11,10,122,302,176,0,1,3.5,météo très défavorable
2020-02-02,16,13,24,12,15,14,15.9,89,8.625,1017,99.25,16,12,11,296,302,122,0,1,3.5,météo défavorable
2020-02-03,13,11,21,12,13,11,8.6,78,7,1019,91.125,13,10,10,296,116,122,0,1,3.5,météo défavorable
2020-02-04,8,7,27,7,8,8,9.2,63,9.375,1028,84.75,8,6,3,176,176,176,0,1,3.5,météo très défavorable
2020-02-05,9,6,6,6,8,8,0.1,86,10,1037,55.25,9,4,4,116,116,116,0,1,8.7,météo défavorable
2020-02-06,10,4,11,4,7,10,0,74,10,1035,15.875,10,3,2,116,116,116,0,1,8.7,météo très défavorable
2020-02-07,10,5,12,5,8,9,0,71,10,1027,16.75,10,4,2,113,113,116,0,1,8.7,météo très défavorable
2020-02-08,10,8,15,8,9,9,1.4,83,8.875,1022,82.625,10,7,5,119,119,266,0,1,3.6,météo défavorable
2020-02-09,12,9,42,8,11,10,2.2,76,7.875,1022,87.875,12,10,5,119,116,266,0,1,5,météo défavorable
2020-02-10,13,9,38,10,10,10,10.5,65,7.5,1012,75.625,13,8,5,293,176,266,0,1,5,météo défavorable
2020-02-11,8,7,30,7,8,7,10.3,61,9.25,1019,75.125,8,2,3,296,176,353,0,1,5,météo très défavorable
2020-02-12,9,5,21,5,7,8,1.7,73,8,1020,80.875,9,2,1,122,266,353,0,1,5,météo très défavorable
2020-02-13,10,8,35,7,10,8,13.7,79,8.125,1017,86.875,10,5,4,116,296,296,0,1,5,météo défavorable
2020-02-14,11,8,13,8,9,11,0.6,83,10,1024,66,11,7,6,176,122,116,0,1,8.3,météo défavorable
2020-02-15,13,8,22,7,11,13,0,86,10,1024,51,13,7,5,116,119,119,0,1,10,météo correcte
2020-02-16,16,14,37,13,15,15,4.4,65,9.5,1015,94.125,17,9,11,296,122,122,0,1,5.3,météo défavorable
2020-02-17,12,9,27,9,11,10,8,70,8.375,1023,75.875,12,5,7,122,299,116,0,1,6.9,météo défavorable
2020-02-18,11,6,21,6,9,10,0.5,68,10,1028,49.625,11,2,3,116,116,176,0,1,10,météo défavorable
2020-02-19,9,7,15,7,8,9,10,73,7.75,1026,88.75,9,5,4,302,116,176,0,1,6.9,météo défavorable
2020-02-20,10,9,30,9,9,9,2.6,77,9.5,1023,86.75,10,5,5,122,122,122,0,1,5.3,météo défavorable
2020-02-21,9,6,16,5,8,9,0.5,70,10,1031,39,9,3,3,116,116,116,0,1,10.7,météo défavorable
2020-02-22,12,7,22,6,10,12,0,75,10,1029,41.5,12,9,3,116,116,122,0,1,8.5,météo défavorable
2020-02-23,14,12,27,11,13,13,0.9,84,9,1029,99.875,14,11,10,122,122,122,0,1,5.4,météo défavorable
2020-02-24,12,11,27,12,12,12,1.9,80,8.75,1026,90.125,12,11,9,266,122,176,0,1,7,météo défavorable
2020-02-25,11,8,27,9,9,8,7.7,65,8.5,1012,90.875,11,8,5,296,122,353,0,1,5.4,météo défavorable
2020-02-26,7,2,25,3,5,6,9.5,83,6.875,1013,77.875,7,0,-3,230,395,176,2.6,1,7,météo très défavorable
2020-02-27,10,6,32,4,10,6,12,89,9.125,1013,89.5,10,6,1,122,302,176,0,1,5.5,météo défavorable
2020-02-28,7,5,24,4,6,6,1.1,85,8,1018,85,8,8,1,122,122,266,0,1,5.5,météo très défavorable
2020-02-29,11,8,32,9,9,8,2.4,72,9.875,1006,72.125,11,8,4,116,176,353,0,1,5.5,météo défavorable
2020-03-01,9,5,21,6,9,5,26.8,84,8.625,1000,88.375,9,4,4,176,176,308,0,2,5.5,météo très défavorable
2020-03-02,8,7,23,6,8,7,14.3,92,9.125,999,86.25,8,6,3,122,302,353,0,3,5.5,météo très défavorable
2020-03-03,9,4,13,4,7,9,0.8,79,10,1010,52.625,9,3,2,116,176,353,0,3,5.6,météo très défavorable
2020-03-04,8,6,19,4,7,7,1.1,77,8.875,1014,83.25,8,4,3,122,119,176,0,3,5.6,météo très défavorable
2020-03-05,11,8,23,8,10,10,28.5,96,7.125,1005,94.75,11,8,6,296,302,296,0,2,5.6,météo très défavorable
2020-03-06,9,7,17,6,8,8,5.5,76,6.5,1011,89.25,9,5,4,266,266,353,0,2,5.6,météo défavorable
2020-03-07,11,6,10,5,9,11,0,82,10,1021,42.625,11,5,5,116,116,122,0,3,8.6,météo défavorable
2020-03-08,10,8,25,7,9,10,4.4,79,8,1020,69.125,10,7,5,116,176,266,0,2,5.6,météo défavorable
2020-03-09,11,7,18,6,10,11,1.9,76,10,1019,74,11,4,4,119,353,176,0,2,5.7,météo défavorable
2020-03-10,14,12,22,10,13,14,10,86,9.125,1018,98.625,14,11,10,302,122,122,0,3,5.7,météo défavorable
2020-03-11,16,14,23,13,14,15,0.8,72,10,1018,72.875,16,11,12,176,353,116,0,3,7.2,météo défavorable
2020-03-12,12,10,22,12,10,10,1.9,69,7.25,1019,76.125,12,8,7,122,266,176,0,4,5.7,météo défavorable
2020-03-13,11,7,14,6,10,11,0.6,68,10,1023,43.875,11,3,4,116,116,176,0,3,8.7,météo défavorable
2020-03-14,11,8,17,7,9,11,2.3,75,7.75,1022,90.75,11,7,5,176,176,266,0,2,5.8,météo défavorable
2020-03-15,15,8,16,7,12,15,0.1,86,10,1018,49.875,15,7,5,116,122,116,0,3,10.1,météo correcte
2020-03-16,11,10,9,10,10,10,1.5,84,7,1025,78.125,11,8,8,116,176,266,0,4,5.8,météo défavorable
2020-03-17,15,10,5,9,12,15,0.1,75,10,1031,82.875,15,9,10,122,119,119,0,3,6,météo défavorable
2020-03-18,17,12,8,10,16,16,0.1,79,10,1030,45,17,9,12,116,116,116,0,4,10.3,météo correcte
2020-03-19,18,14,8,12,17,17,0,71,10,1026,68.125,18,9,13,119,116,122,0,5,7.6,météo défavorable
2020-03-20,17,13,20,11,16,16,0,67,10,1022,41.375,18,8,12,116,116,116,0,4,11.6,météo correcte
2020-03-21,9,8,22,8,9,9,0,81,10,1022,89.25,9,5,6,119,122,122,0,2,6.3,météo défavorable
2020-03-22,11,6,25,6,8,10,0,62,10,1023,55.25,11,1,2,122,116,116,0,2,10.3,météo défavorable
2020-03-23,11,4,19,2,8,10,0,43,10,1026,0,11,0,-1,113,113,113,0,3,11.6,météo très défavorable
2020-03-24,13,6,16,4,10,11,0,38,10,1028,0,13,0,3,113,113,113,0,3,11.6,météo correcte
2020-03-25,11,6,17,4,10,10,0,46,10,1026,5.375,11,0,3,113,113,113,0,3,11.6,météo défavorable
2020-03-26,10,5,19,4,8,10,0,48,10,1020,3.625,10,0,1,113,116,113,0,3,11.6,météo très défavorable
2020-03-27,13,7,14,5,11,12,0,64,10,1019,35.125,13,4,5,116,116,122,0,3,9,météo correcte
2020-03-28,16,10,22,8,14,14,0.5,67,9.875,1023,47,16,8,9,116,116,176,0,3,10.3,météo correcte
2020-03-29,8,5,31,4,8,7,0,55,10,1030,63.125,8,2,1,119,122,116,0,3,6.4,météo très défavorable
2020-03-30,8,2,24,0,6,8,0,45,10,1030,2.75,8,0,-3,116,113,113,0,2,11.6,météo très défavorable
2020-03-31,10,5,18,3,9,10,0,72,10,1028,32.25,10,1,2,116,116,122,0,3,9,météo très défavorable
2020-04-01,15,8,11,6,12,14,0,49,10,1026,0.375,15,1,7,113,113,116,0,4,11.6,météo correcte
2020-04-02,10,6,11,5,9,10,0,63,10,1019,37,10,3,5,113,116,122,0,3,9,météo défavorable
2020-04-03,14,8,10,7,12,13,0.7,77,10,1020,81.5,14,5,7,176,176,176,0,3,7.8,météo défavorable
2020-04-04,16,10,15,7,14,16,0,61,10,1022,20.125,16,6,9,116,116,116,0,3,11.6,météo correcte
2020-04-05,20,13,15,10,18,20,0,67,10,1020,0.25,20,7,12,113,113,113,0,5,11.6,météo favorable
2020-04-06,15,9,17,12,12,11,4.3,86,9.625,1027,40,15,10,9,113,116,293,0,4,7.8,météo correcte
2020-04-07,21,12,12,11,17,20,0.1,81,10,1029,40,23,12,11,116,122,116,0,5,9.1,météo correcte
2020-04-08,25,17,5,14,22,23,0.4,64,9.875,1026,19,25,11,17,116,116,116,0,6,11.6,météo favorable
2020-04-09,25,19,9,16,24,23,0.2,59,10,1024,14.875,25,12,19,116,116,116,0,5,11.6,météo favorable
2020-04-10,24,18,12,15,23,23,0,53,10,1024,12.625,24,9,18,116,116,116,0,6,11.6,météo favorable
2020-04-11,25,19,6,16,23,23,0.1,55,10,1022,20.875,25,10,19,116,116,116,0,6,11.6,météo favorable
2020-04-12,23,18,10,17,23,20,0.3,50,9.75,1021,32.25,24,8,18,116,116,200,0,5,11.6,météo favorable
2020-04-13,16,10,27,13,16,13,0.2,70,10,1023,26.125,16,10,7,116,119,116,0,4,11.6,météo correcte
2020-04-14,13,6,19,4,10,11,0,54,10,1026,3.25,13,2,3,116,116,116,0,3,11.6,météo correcte
2020-04-15,18,10,15,8,15,16,0,65,10,1024,0,18,10,8,113,113,113,0,4,11.6,météo favorable
2020-04-16,23,15,12,13,20,22,0.4,63,9.875,1018,32.625,24,12,15,116,116,119,0,5,10.4,météo favorable
2020-04-17,24,16,12,15,21,22,3.9,72,9.75,1016,73.875,25,13,16,176,386,116,0,4,8.1,météo défavorable
2020-04-18,22,17,13,15,21,21,5.9,65,9.375,1016,47.875,24,13,17,176,116,116,0,4,11.6,météo favorable
2020-04-19,20,14,16,12,18,19,0,72,10,1017,18,20,12,13,116,116,116,0,5,11.6,météo favorable
2020-04-20,19,14,23,12,18,18,0,66,10,1013,13.875,19,10,12,116,116,116,0,5,11.6,météo favorable
2020-04-21,19,13,21,12,17,19,0,55,10,1011,12.25,19,9,12,116,116,116,0,5,11.6,météo favorable
2020-04-22,21,15,17,14,18,21,0,58,10,1016,0.5,23,11,15,116,113,113,0,5,11.6,météo favorable
2020-04-23,26,20,8,17,25,24,0,57,10,1018,2.75,25,11,20,113,113,116,0,6,11.6,météo idéale
2020-04-24,24,19,12,16,24,21,0.4,58,9.875,1017,32,25,11,19,116,116,353,0,6,11.6,météo favorable
2020-04-25,21,15,15,12,19,19,0,57,10,1013,19.75,21,9,14,116,116,116,0,5,11.6,météo favorable
2020-04-26,24,15,8,13,21,21,0,47,10,1012,3.375,23,6,15,113,113,116,0,5,11.6,météo idéale
2020-04-27,23,17,10,14,21,21,1.8,60,10,1011,48,24,11,17,116,116,353,0,5,12.4,météo favorable
2020-04-28,18,14,23,13,16,17,3.7,71,9.25,1006,80.125,18,11,13,353,176,176,0,4,9.2,météo défavorable
2020-04-29,15,13,24,11,15,13,1.5,68,9.875,1008,91.875,15,8,11,122,176,353,0,3,9.2,météo défavorable
2020-04-30,14,12,30,10,13,14,6.4,66,9.75,1005,74.625,14,7,9,176,353,353,0,3,10.3,météo défavorable
2020-05-01,15,10,22,10,12,15,2.8,79,9.875,1007,57.875,15,7,7,353,353,176,0,3,12.4,météo correcte
2020-05-02,17,9,16,9,15,17,0.4,71,10,1015,32.75,17,5,7,116,176,116,0,4,12.4,météo correcte
2020-05-03,18,12,13,12,13,18,1.4,78,8,1017,56.5,18,12,11,116,266,353,0,3,10.3,météo correcte
2020-05-04,20,13,17,13,20,18,0,86,10,1018,35.125,20,11,13,116,116,119,0,5,14.5,météo favorable
2020-05-05,15,11,18,11,12,15,13.5,76,9.375,1019,54.375,15,9,8,296,299,176,0,4,12.4,météo défavorable
2020-05-06,19,11,15,11,18,19,0,67,10,1024,25,19,8,10,119,116,116,0,5,14.5,météo favorable
2020-05-07,21,13,9,13,19,20,0,62,10,1025,27.625,22,9,13,116,116,116,0,5,13.5,météo favorable
2020-05-08,23,14,11,14,21,22,0,70,10,1020,27.375,25,13,14,116,116,116,0,5,14.5,météo favorable
2020-05-09,23,17,9,17,21,22,3.5,83,9.75,1014,71.375,25,16,17,353,296,353,0,5,11.4,météo défavorable
2020-05-10,22,17,24,17,22,20,4.5,81,8.625,1006,57.25,25,16,17,116,116,353,0,5,12.5,météo correcte
2020-05-11,15,8,31,8,11,12,3.3,63,9.75,1017,70.625,15,11,4,296,116,122,0,3,11.5,météo défavorable
2020-05-12,14,6,17,6,12,14,0,58,10,1020,57,14,3,3,122,122,122,0,4,11.5,météo correcte
2020-05-13,15,7,22,7,13,13,0,63,10,1016,19.5,15,4,4,116,116,116,0,4,14.5,météo correcte
2020-05-14,15,6,25,6,13,14,0,60,10,1017,29,15,3,2,119,116,116,0,4,14.5,météo correcte
2020-05-15,16,7,20,7,14,15,0,67,10,1023,0.625,16,6,3,113,113,113,0,4,14.5,météo correcte
2020-05-16,19,9,17,9,17,19,0,73,10,1025,8.875,19,9,7,113,113,113,0,5,14.5,météo favorable
2020-05-17,22,11,13,11,20,21,0,70,10,1025,9.75,24,11,10,116,116,116,0,5,14.5,météo favorable
2020-05-18,23,13,13,13,20,23,0,63,10,1026,13,25,11,13,116,116,116,0,5,14.5,météo favorable
2020-05-19,24,13,14,13,22,23,0,69,10,1026,6.75,25,14,13,116,116,116,0,6,14.5,météo favorable
2020-05-20,26,16,12,16,25,26,0,76,10,1023,5.875,27,16,16,116,116,116,0,6,14.5,météo favorable
2020-05-21,29,20,5,20,29,28,0.3,75,9.875,1021,19,29,16,20,116,116,176,0,7,13.5,météo favorable
2020-05-22,25,18,18,21,25,20,0.4,77,10,1023,56.625,25,16,18,116,116,176,0,6,14.5,météo correcte
2020-05-23,19,15,21,15,18,18,0.8,51,9.375,1030,61.5,19,10,15,176,122,176,0,4,13.7,météo correcte
2020-05-24,19,12,14,12,18,19,0,70,10,1033,18.75,19,10,11,116,116,116,0,5,15.8,météo favorable
2020-05-25,23,14,15,14,22,23,0,74,10,1035,6.375,25,13,14,116,116,116,0,6,15.8,météo favorable
2020-05-26,24,15,17,15,22,23,0,70,10,1035,9.375,25,12,15,116,116,116,0,6,15.8,météo favorable
2020-05-27,25,16,17,16,23,23,0,64,10,1034,6.125,25,13,16,116,116,116,0,6,15.9,météo favorable
2020-05-28,23,14,19,14,21,22,0,72,10,1033,7.75,25,12,13,116,116,116,0,5,15.9,météo favorable
2020-05-29,22,15,19,15,22,22,0,61,10,1028,2.125,24,10,15,116,113,113,0,6,15.9,météo favorable
2020-05-30,24,16,17,16,22,23,0,60,10,1023,4.25,25,11,16,116,116,116,0,6,15.9,météo favorable
2020-05-31,22,15,21,15,20,21,0,57,10,1020,5.875,23,10,15,116,116,116,0,5,15.9,météo favorable
2020-06-01,26,16,18,16,23,26,0,66,10,1019,1.5,26,16,15,116,113,116,0,6,15.9,météo idéale
2020-06-02,27,18,9,18,26,26,0.5,72,10,1019,27.5,27,15,18,116,116,116,0,6,16,météo favorable
2020-06-03,24,18,14,18,23,22,10.4,69,9.125,1012,76.875,25,13,18,353,176,176,0,5,12,météo défavorable
2020-06-04,16,14,14,14,15,15,8.7,77,9.5,1003,75.625,16,10,13,116,296,353,0,3,12,météo défavorable
2020-06-05,16,11,26,11,15,15,1.2,81,7.875,1003,76.75,16,9,9,116,266,353,0,3,12.9,météo défavorable
2020-06-06,17,13,22,13,17,16,1,67,9.875,1006,56.625,17,8,11,353,116,119,0,5,14.7,météo correcte
2020-06-07,20,11,12,11,18,19,0.7,76,9.875,1012,60.25,20,9,10,119,119,353,0,5,13.8,météo correcte
2020-06-08,20,13,18,13,20,18,1.7,71,9.75,1017,63.875,20,9,13,122,176,176,0,4,12.9,météo correcte
2020-06-09,18,10,15,10,16,18,0.3,78,10,1019,66.625,18,9,9,116,119,176,0,5,12,météo défavorable
2020-06-10,22,13,16,13,20,20,0,69,10,1019,36.75,24,9,13,116,116,116,0,4,15.6,météo favorable
2020-06-11,22,14,17,14,21,21,6.6,73,9.5,1012,70.875,24,12,14,116,116,176,0,4,12.9,météo défavorable
2020-06-12,20,15,24,15,18,19,19,84,8.375,1006,66.25,20,12,14,116,302,353,0,4,13,météo très défavorable
2020-06-13,23,15,16,15,22,22,0.8,78,9.75,1012,37.375,25,13,14,116,116,176,0,6,16.1,météo favorable
2020-06-14,23,15,14,15,21,23,1.5,79,9.625,1017,41.75,25,14,14,116,116,176,0,5,15.6,météo favorable
2020-06-15,22,15,15,15,20,22,0.5,79,10,1018,56.5,25,13,15,116,119,176,0,4,13,météo correcte
2020-06-16,23,16,12,16,21,22,4.7,79,9.625,1017,65.625,25,13,16,116,116,176,0,4,13.9,météo défavorable
2020-06-17,22,16,11,16,20,22,2,75,9.875,1013,71.5,24,13,16,116,119,176,0,4,13,météo défavorable
2020-06-18,21,15,17,15,19,21,3.1,76,9.625,1013,57,23,13,14,176,116,176,0,4,13.9,météo correcte
2020-06-19,21,15,14,15,20,21,1.3,78,9.75,1020,68.875,23,12,14,116,116,353,0,4,13.9,météo défavorable
2020-06-20,24,17,12,17,23,23,0.7,72,9.75,1022,56.25,25,12,17,122,176,176,0,5,16.1,météo correcte
2020-06-21,20,17,15,17,19,19,1.1,76,9.875,1023,56.625,21,15,17,116,116,122,0,5,14.7,météo correcte
2020-06-22,27,18,9,18,26,25,0.8,70,10,1027,15,26,15,18,113,116,116,0,5,16.1,météo favorable
2020-06-23,28,20,16,20,26,27,0,67,10,1025,3.375,28,16,20,116,116,113,0,6,16.1,météo favorable
2020-06-24,30,21,18,21,28,29,0,62,10,1021,3.25,30,17,21,113,113,113,0,7,16.1,météo idéale
2020-06-25,31,22,13,22,29,31,0.6,64,9.875,1017,29,33,20,22,113,116,200,0,7,15.6,météo favorable
2020-06-26,28,23,18,23,27,27,4.7,78,9.5,1012,51.125,29,21,23,356,116,116,0,6,16.1,météo favorable
2020-06-27,23,19,23,19,22,23,4.6,74,9.875,1013,86.75,25,17,19,353,119,176,0,5,12.1,météo défavorable
2020-06-28,22,16,17,16,18,22,1.4,67,9.875,1017,72.875,24,12,16,176,122,353,0,4,13,météo défavorable
2020-06-29,20,16,19,16,19,19,0.7,66,10,1017,52.625,20,12,16,353,116,116,0,4,15.6,météo favorable
2020-06-30,21,15,19,15,20,20,0,75,10,1015,74.5,24,16,15,119,122,122,0,4,12.9,météo défavorable
2020-07-01,22,19,18,19,22,19,3,81,10,1011,67.375,25,16,19,119,119,353,0,5,13.8,météo défavorable
2020-07-02,21,16,17,16,21,21,1.7,81,9.75,1017,66.875,24,14,16,353,176,176,0,4,12.9,météo défavorable
2020-07-03,22,15,17,15,21,20,0,75,10,1021,29.5,24,11,14,116,116,116,0,5,16,météo favorable
2020-07-04,21,15,22,15,19,19,0.5,74,9,1021,73.625,23,15,14,116,122,122,0,5,12.9,météo défavorable
2020-07-05,22,19,20,19,21,21,0.9,80,9,1018,94.75,24,16,19,122,176,122,0,5,12,météo défavorable
2020-07-06,20,13,19,13,18,19,0.5,68,10,1024,58.625,20,10,12,116,119,116,0,4,14.7,météo correcte
2020-07-07,25,17,10,17,24,25,0,68,10,1024,4.75,25,12,17,113,116,116,0,6,16,météo favorable
2020-07-08,25,17,14,17,23,24,0.1,57,10,1020,43.375,26,16,17,116,116,122,0,6,15.6,météo favorable
2020-07-09,29,20,17,20,27,28,0,78,10,1019,14,28,16,20,116,116,116,0,7,16,météo favorable
2020-07-10,22,18,16,18,21,21,0.9,74,10,1020,71.25,24,16,18,122,353,176,0,6,12.9,météo défavorable
2020-07-11,23,18,14,18,22,22,0,60,10,1026,12.5,24,10,18,113,116,116,0,6,15.5,météo favorable
2020-07-12,25,16,13,16,24,24,0,64,10,1027,9.5,25,10,16,113,113,116,0,6,15.5,météo idéale
2020-07-13,26,17,13,17,24,25,0,65,10,1025,20.75,26,10,17,116,116,116,0,6,14.5,météo favorable
2020-07-14,23,18,14,18,20,22,7.3,51,8,1021,71,25,14,18,116,263,353,0,6,9.7,météo défavorable
2020-07-15,22,17,11,17,20,21,3.3,71,10,1018,70,23,13,17,116,176,353,0,4,10.6,météo défavorable
2020-07-16,21,17,10,17,19,21,0.2,73,10,1021,84,21,14,17,119,122,122,0,5,9.6,météo défavorable
2020-07-17,25,17,8,17,24,25,0.3,73,10,1022,61.25,26,15,17,116,116,119,0,5,10.6,météo correcte
2020-07-18,29,19,10,19,27,27,0,75,10,1022,11.625,29,16,19,116,116,116,0,6,14.5,météo favorable
2020-07-19,30,20,8,20,27,30,0,63,10,1019,17.375,29,14,20,116,119,116,0,7,14.5,météo correcte
2020-07-20,25,17,15,17,23,24,0,80,10,1021,23.125,26,14,17,116,116,116,0,6,14.5,météo favorable
2020-07-21,26,16,14,16,24,25,0,64,10,1024,2.875,25,9,16,116,116,113,0,6,14.5,météo favorable
2020-07-22,26,16,13,16,23,25,0,64,10,1024,18.625,25,10,16,113,122,116,0,6,13.5,météo correcte
2020-07-23,28,19,6,19,26,27,0,55,10,1021,27.25,26,10,19,116,116,116,0,6,14.5,météo favorable
2020-07-24,25,18,14,18,23,25,1.9,61,9.875,1016,64.75,26,14,18,116,122,176,0,6,9.5,météo correcte
2020-07-25,25,19,20,19,25,23,2.5,72,9.875,1015,67.125,26,15,19,116,116,176,0,5,10.5,météo défavorable
2020-07-26,25,18,16,18,23,25,5.8,77,9.625,1016,57,25,15,18,353,116,116,0,5,13.5,météo correcte
2020-07-27,29,19,23,19,27,28,0,57,10,1017,12.875,28,15,19,116,116,116,0,6,14.5,météo favorable
2020-07-28,24,18,17,18,23,23,0.4,68,10,1019,38.75,25,16,18,353,116,116,0,6,14.5,météo favorable
2020-07-29,28,18,4,18,25,28,0,64,10,1021,6.125,27,11,18,116,116,116,0,6,14.5,météo favorable
2020-07-30,33,20,11,20,29,33,0,56,10,1020,2,31,11,20,116,113,116,0,7,14.5,météo idéale
2020-07-31,37,25,14,25,34,36,0.4,53,10,1015,18.25,38,19,25,113,113,116,0,8,13.5,météo favorable
2020-08-01,28,22,10,22,26,27,4.7,69,9.625,1017,66,30,18,22,116,122,122,0,6,9.4,météo défavorable
2020-08-02,25,18,14,18,23,23,0,70,10,1018,36.375,25,13,18,116,116,116,0,6,13.5,météo favorable
2020-08-03,23,18,20,18,22,21,1.7,59,9.875,1017,60.125,24,10,18,116,353,176,0,5,10.4,météo correcte
2020-08-04,27,17,7,17,24,27,0,68,10,1019,11.875,26,11,17,116,116,116,0,6,14.5,météo favorable
2020-08-05,31,19,11,19,27,31,0,45,10,1017,5.25,29,8,19,116,116,116,0,7,14.5,météo favorable
