#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2020-08-06,34,24,8,24,31,33,0,40,10,1018,3.375,33,12,24,116,116,116,0,7,14.5,météo favorable
2020-08-07,37,27,12,27,34,37,0,52,10,1019,0,37,17,27,113,113,113,0,8,14.5,météo favorable
2020-08-08,38,28,9,28,35,38,0,46,10,1018,5.375,38,17,28,113,116,116,0,8,14.5,météo favorable
2020-08-09,37,28,8,28,34,37,1.8,45,9.875,1016,63.125,38,15,28,116,386,116,0,8,11.4,météo correcte
2020-08-10,36,27,7,27,33,36,4.6,59,9.625,1014,47.25,37,18,27,353,116,116,0,7,13.4,météo favorable
2020-08-11,38,28,4,28,36,36,7.2,53,9.625,1014,51.625,38,17,28,299,116,116,0,7,13.4,météo favorable
2020-08-12,35,27,12,27,33,33,15.9,57,8.5,1013,51.5,35,18,27,176,116,200,0,7,14.5,météo défavorable
2020-08-13,28,23,19,23,28,25,1.1,65,9.75,1013,60.75,29,18,23,116,353,176,0,7,9.2,météo correcte
2020-08-14,26,20,14,20,24,26,9,76,9.25,1015,61.125,27,17,20,116,116,356,0,5,12.4,météo correcte
2020-08-15,30,21,4,21,27,28,0.1,78,10,1015,36.125,30,17,21,116,116,116,0,7,13.4,météo favorable
2020-08-16,28,22,14,22,26,27,3.8,73,9.5,1012,47.5,28,17,22,116,176,200,0,6,12.3,météo favorable
2020-08-17,24,18,18,18,22,24,6.3,75,9.5,1011,77.375,25,14,18,122,353,353,0,5,9.1,météo défavorable
2020-08-18,26,19,13,19,24,26,1.1,73,9.75,1012,46.625,26,14,19,116,116,116,0,5,13.4,météo favorable
2020-08-19,23,21,16,21,22,21,1.4,72,9,1011,56.375,25,17,21,116,116,176,0,5,8.2,météo correcte
2020-08-20,32,22,13,22,29,32,2.6,67,9.875,1007,33.25,32,18,22,353,116,116,0,7,11.6,météo favorable
2020-08-21,27,23,22,23,24,26,4.3,59,9.75,1014,47.75,27,15,23,293,116,116,0,6,10.5,météo favorable
2020-08-22,24,18,22,18,24,23,0.2,75,9.875,1019,51.375,25,14,18,116,116,122,0,6,8.1,météo favorable
2020-08-23,22,17,17,17,21,21,0.6,71,9.75,1021,63.75,24,12,17,176,116,119,0,4,8.1,météo correcte
2020-08-24,23,16,12,16,21,23,0.3,74,10,1020,62.5,25,12,16,116,119,176,0,4,8.1,météo correcte
2020-08-25,25,18,26,18,22,25,0.4,58,9.375,1015,50.25,26,14,18,116,116,119,0,6,11.6,météo favorable
2020-08-26,23,17,22,17,21,21,0,66,10,1019,42.5,25,13,17,122,116,116,0,6,10.4,météo favorable
2020-08-27,25,17,16,17,23,25,0.5,65,10,1019,33,25,15,17,116,116,116,0,6,10.4,météo favorable
2020-08-28,23,15,24,15,21,22,2.9,77,9.75,1008,59.25,24,15,15,116,176,176,0,4,9.1,météo correcte
2020-08-29,18,14,20,14,16,17,1,79,10,1009,56.625,18,11,13,116,116,353,0,4,7.9,météo correcte
2020-08-30,21,14,20,14,20,19,15.7,83,8.75,1017,73.5,21,12,13,116,353,356,0,4,6.7,météo défavorable
2020-08-31,20,14,13,14,19,19,0,75,10,1021,16.25,20,10,14,116,116,116,0,5,11.6,météo favorable
2020-09-01,21,15,9,15,19,20,0,75,10,1020,14.125,22,12,15,113,116,116,0,5,11.6,météo favorable
2020-09-02,25,15,10,15,22,23,0,67,10,1020,5.125,24,9,15,116,113,113,0,6,11.6,météo idéale
2020-09-03,26,18,15,18,23,25,0,47,10,1022,59.25,26,11,18,119,116,122,0,6,7.8,météo correcte
2020-09-04,29,20,9,20,27,27,0,82,10,1023,22.75,29,17,20,116,116,116,0,7,11.6,météo favorable
2020-09-05,21,17,12,17,19,20,0.2,67,10,1022,51,22,14,17,116,176,116,0,5,9.1,météo favorable
2020-09-06,20,14,7,14,19,20,0.1,69,10,1022,44.25,20,9,14,116,116,176,0,5,9.1,météo favorable
2020-09-07,25,15,6,15,22,24,0,69,10,1026,7.625,25,9,15,116,116,116,0,6,11.6,météo favorable
2020-09-08,23,17,7,17,20,23,0,62,10,1028,57.625,25,15,17,116,122,116,0,6,7.8,météo correcte
2020-09-09,27,18,11,18,25,25,0,79,10,1026,36.5,27,16,18,119,116,116,0,6,11.6,météo favorable
2020-09-10,27,18,6,18,23,26,0.2,87,10,1023,61.75,27,16,18,119,122,176,0,6,7.7,météo correcte
2020-09-11,27,19,8,19,25,26,0,61,10,1018,27.625,27,16,19,116,116,116,0,5,11.6,météo favorable
2020-09-12,28,16,9,16,24,27,0,76,10,1023,4.875,28,13,16,116,116,113,0,6,11.6,météo favorable
2020-09-13,32,20,5,20,28,31,0,67,10,1026,0.5,30,15,20,116,113,113,0,7,11.6,météo idéale
2020-09-14,36,21,9,21,31,35,0,51,10,1023,0.625,35,14,21,113,113,113,0,7,11.6,météo favorable
2020-09-15,34,23,6,23,31,32,0,42,10,1020,15.125,33,13,23,116,116,116,0,7,11.6,météo favorable
2020-09-16,32,22,8,22,29,29,0.3,66,9.875,1020,16.875,31,16,22,116,116,116,0,7,11.6,météo favorable
2020-09-17,27,18,18,18,24,25,0.2,79,10,1023,9.75,26,17,18,116,116,113,0,5,11.6,météo favorable
2020-09-18,28,17,16,17,24,27,0,68,10,1021,5.25,28,14,17,113,116,116,0,6,11.6,météo favorable
2020-09-19,28,21,15,21,27,27,4.7,69,9.875,1014,56.375,29,16,21,353,116,176,0,7,8.9,météo correcte
2020-09-20,28,19,6,19,25,27,2.7,80,9.75,1015,24.625,29,16,19,116,116,116,0,5,11.6,météo favorable
2020-09-21,29,18,8,18,25,27,3.6,54,9.75,1016,17.75,27,13,18,116,116,113,0,5,11.6,météo favorable
2020-09-22,26,17,7,17,24,25,0.1,65,10,1014,19.25,25,11,17,116,116,116,0,6,11.6,météo favorable
2020-09-23,23,17,20,17,21,22,2.2,78,9.875,1008,55.875,25,14,17,116,119,353,0,5,7.4,météo correcte
2020-09-24,18,14,25,14,18,14,6.2,68,9.375,1007,56.875,18,11,12,116,122,299,0,4,6,météo correcte
2020-09-25,13,11,32,11,12,13,2,70,9.625,1009,77.25,13,6,7,122,296,353,0,3,6,météo défavorable
2020-09-26,14,10,24,10,14,12,0.3,66,10,1010,70.25,14,6,8,116,122,122,0,3,6,météo défavorable
2020-09-27,16,11,35,11,14,16,25.1,81,8.125,1008,93.625,16,12,8,302,302,353,0,3,6,météo très défavorable
2020-09-28,15,14,18,14,14,15,4,87,9.5,1015,80.125,15,12,12,296,296,119,0,3,7.4,météo défavorable
2020-09-29,17,14,10,14,16,17,1.7,89,7,1018,85.5,17,14,14,176,266,176,0,5,5.9,météo défavorable
2020-09-30,19,15,13,15,17,18,0.7,82,9.75,1017,64.375,19,12,15,176,176,353,0,4,7.3,météo correcte
2020-10-01,17,14,21,14,16,16,28.1,87,8.375,1006,73.625,17,12,13,296,305,176,0,5,7.3,météo très défavorable
2020-10-02,15,12,26,12,14,14,30.1,89,7.125,997,83,15,11,10,296,308,266,0,4,5.9,météo très défavorable
2020-10-03,15,11,13,11,14,14,3.5,79,9,990,77.5,15,10,10,263,116,353,0,3,7.3,météo défavorable
2020-10-04,15,10,25,10,13,14,3,74,9.625,996,75.625,15,8,7,293,122,176,0,3,5.8,météo défavorable
2020-10-05,14,11,26,11,14,14,18.6,81,7.125,1005,96.5,14,11,9,302,302,266,0,3,5.8,météo très défavorable
2020-10-06,15,14,25,14,15,14,6.1,85,9.75,1007,81.875,15,11,12,296,353,353,0,3,5.8,météo défavorable
2020-10-07,16,13,18,13,15,16,3.5,79,10,1020,84.125,16,10,11,353,353,176,0,3,7.2,météo défavorable
2020-10-08,19,15,22,15,18,18,0.1,81,10,1020,89.625,19,12,13,122,119,122,0,4,5.6,météo défavorable
2020-10-09,16,15,12,15,16,15,3.9,87,9.5,1021,87.125,16,13,15,296,302,176,0,4,5.6,météo défavorable
2020-10-10,15,12,15,12,15,13,0,71,10,1025,41.75,15,7,10,116,116,122,0,4,10.1,météo correcte
2020-10-11,15,10,14,10,14,13,0.2,82,10,1024,60.25,15,7,9,176,116,176,0,3,8.6,météo correcte
2020-10-12,15,9,8,9,13,14,0.3,83,9.625,1025,69.875,15,7,8,116,122,176,0,4,5.5,météo défavorable
2020-10-13,14,10,18,10,12,13,1.9,84,8.5,1015,76.375,14,8,8,266,296,176,0,3,7,météo défavorable
2020-10-14,13,9,19,9,12,12,1.2,84,9,1018,79.25,13,7,7,119,176,116,0,4,7,météo défavorable
2020-10-15,12,8,17,8,11,11,0,78,10,1020,81.25,12,5,6,122,122,119,0,3,7,météo défavorable
2020-10-16,14,7,12,7,12,12,0,86,10,1022,53.375,14,5,5,116,116,116,0,3,8.7,météo correcte
2020-10-17,13,8,6,8,11,13,0,81,10,1022,37.875,13,5,7,116,119,116,0,4,7.1,météo correcte
2020-10-18,13,9,5,9,12,13,0,78,10,1024,53.875,13,6,10,116,119,116,0,4,5.5,météo correcte
2020-10-19,14,9,17,9,13,13,0,81,10,1024,39.125,14,6,9,116,116,116,0,3,7.1,météo correcte
2020-10-20,15,13,19,13,15,15,4.7,81,8.75,1012,80.125,15,12,11,116,122,296,0,4,3.9,météo défavorable
2020-10-21,20,16,33,16,19,19,5.6,62,8.875,1010,70,20,11,16,296,116,116,0,4,5.5,météo défavorable
2020-10-22,20,15,14,15,19,19,2.8,87,9.75,1013,61.375,20,13,14,353,116,176,0,5,3.8,météo correcte
2020-10-23,20,14,13,14,18,18,1.9,92,10,1015,54.75,20,13,14,353,176,116,0,4,5.5,météo favorable
2020-10-24,16,13,24,13,15,16,0.5,82,10,1016,83.25,16,11,11,122,176,353,0,4,3.8,météo défavorable
2020-10-25,16,14,27,14,14,14,10.4,76,9.375,1007,88.875,16,10,12,176,296,353,0,4,3.8,météo défavorable
2020-10-26,14,10,22,10,13,13,0.1,74,10,1006,43.125,14,7,8,116,116,122,0,3,7.1,météo correcte
2020-10-27,11,8,26,8,10,9,4.5,81,9.75,1008,68.125,12,11,6,116,122,296,0,4,3.8,météo défavorable
2020-10-28,14,12,25,12,14,12,4.5,71,7.75,1014,80.875,14,10,10,176,116,266,0,3,5.4,météo défavorable
2020-10-29,15,12,19,12,14,12,0.3,75,10,1021,93.875,15,10,10,122,122,176,0,3,3.8,météo défavorable
2020-10-30,16,13,18,13,15,16,0,81,10,1025,71.125,16,11,12,116,122,119,0,3,3.7,météo défavorable
2020-10-31,17,12,21,12,16,17,0.1,84,9.875,1024,34.75,17,11,11,116,116,119,0,4,8.7,météo correcte
2020-11-01,17,15,27,15,17,14,1.7,85,8.75,1017,92.625,17,16,15,176,296,122,0,4,3.7,météo défavorable
2020-11-02,18,12,28,18,18,16,1.8,74,9.125,1021,84.75,18,14,18,122,122,296,0,4,3.7,météo défavorable
2020-11-03,12,10,20,10,12,11,0,72,10,1027,44.875,12,5,8,116,116,116,0,4,5.4,météo défavorable
2020-11-04,12,9,9,9,11,12,0,73,10,1035,6.75,12,6,8,116,116,116,0,4,8.7,météo défavorable
2020-11-05,12,8,16,8,11,11,0,80,10,1038,0.375,12,6,5,113,113,113,0,4,8.7,météo défavorable
2020-11-06,12,7,14,7,11,11,0,79,10,1033,9,12,9,5,116,113,116,0,4,8.7,météo défavorable
2020-11-07,17,10,9,10,15,15,0,90,10,1023,17.75,17,11,9,116,116,116,0,4,8.7,météo correcte
2020-11-08,17,13,11,13,16,16,0,89,10,1021,41.25,17,12,12,116,116,116,0,5,7,météo correcte
2020-11-09,17,12,6,12,15,16,0.1,93,10,1022,42.75,17,12,12,116,116,116,0,4,8.7,météo correcte
2020-11-10,16,12,6,12,15,15,0.1,90,9.875,1026,59,16,11,12,122,122,116,0,3,7,météo correcte
2020-11-11,15,11,12,11,14,14,0,88,10,1026,62.625,15,10,11,119,119,119,0,3,5.3,météo correcte
2020-11-12,15,12,14,12,14,13,0.4,78,9.875,1021,41.375,15,8,11,176,116,116,0,4,8.7,météo correcte
2020-11-13,15,12,17,12,14,14,0.1,84,10,1020,68.125,15,10,11,176,119,116,0,4,3.6,météo défavorable
2020-11-14,16,12,17,12,14,15,0,91,10,1019,37.5,16,11,10,116,116,116,0,4,8.7,météo correcte
2020-11-15,15,14,33,14,15,13,7.1,75,9.5,1012,57.375,15,10,12,116,116,299,0,4,5.2,météo correcte
2020-11-16,13,12,22,12,12,13,0.8,71,10,1024,79.75,13,7,9,176,119,176,0,4,3.4,météo défavorable
2020-11-17,14,11,13,11,13,13,0,84,10,1027,47.25,14,11,10,122,116,116,0,4,8.7,météo correcte
2020-11-18,16,11,14,11,14,15,0,81,10,1027,22.625,16,11,9,116,116,116,0,4,8.7,météo correcte
2020-11-19,12,10,22,10,11,11,0.3,66,9.375,1033,69.25,12,9,7,263,119,176,0,3,5.1,météo défavorable
2020-11-20,10,7,4,7,9,9,0,74,10,1036,41.125,10,4,6,116,116,119,0,3,6.9,météo défavorable
2020-11-21,10,6,12,6,9,9,0,74,10,1036,22.5,10,3,4,116,116,116,0,3,8.7,météo défavorable
2020-11-22,11,7,8,7,10,10,0,73,10,1031,71,11,5,6,119,116,122,0,3,5.1,météo défavorable
2020-11-23,11,8,7,8,10,11,0,90,10,1029,73.375,11,7,8,119,122,119,0,2,3.3,météo défavorable
2020-11-24,10,7,10,7,8,9,0,92,10,1028,36.25,10,7,5,116,122,116,0,2,6.9,météo défavorable
2020-11-25,11,7,13,7,10,11,0,82,10,1018,47.75,11,8,5,116,122,116,0,3,5.1,météo défavorable
2020-11-26,12,8,5,8,11,11,0,89,10,1020,11.5,12,8,8,116,116,116,0,4,8.4,météo défavorable
2020-11-27,11,8,7,8,10,10,0,80,10,1019,34.75,11,6,8,116,116,116,0,3,8.4,météo défavorable
2020-11-28,12,7,9,7,10,11,0,79,10,1018,9.625,12,6,6,116,116,116,0,3,8.4,météo défavorable
2020-11-29,10,6,11,7,9,10,0,72,10,1026,1.375,10,4,4,116,116,113,0,3,8.4,météo défavorable
2020-11-30,8,3,8,4,5,7,0.1,74,9.375,1028,36,8,5,3,113,116,116,0,2,8.4,météo très défavorable
2020-12-01,9,8,19,9,8,8,3.2,76,8.875,1022,86.75,9,8,5,296,116,353,0,2,5,météo défavorable
2020-12-02,8,7,11,7,8,8,0.3,88,10,1020,80.25,8,5,5,353,119,119,0,3,3.1,météo très défavorable
2020-12-03,7,6,18,6,7,6,2.9,85,8.75,1012,97.25,7,4,4,176,176,176,0,3,3.1,météo très défavorable
2020-12-04,7,6,30,7,6,6,12.3,71,9,989,83,7,5,1,302,176,122,0,2,3.1,météo très défavorable
2020-12-05,6,3,15,4,5,6,1,81,8.875,995,59.375,6,1,-0,119,116,116,0.2,1,8.3,météo très défavorable
2020-12-06,6,4,13,4,5,6,3.5,86,6.25,999,92.125,6,4,1,176,122,266,0,2,3.1,météo très défavorable
2020-12-07,6,4,6,4,5,6,0.9,83,7.625,1001,78.25,6,2,3,266,116,119,0,2,6.8,météo très défavorable
2020-12-08,4,2,9,2,3,4,0,84,10,1008,81,4,1,-1,122,122,122,0,2,3.1,météo très défavorable
2020-12-09,6,3,8,3,5,5,0.1,86,10,1011,67.625,6,3,2,116,119,176,0,1,3.1,météo très défavorable
2020-12-10,6,4,15,4,5,6,0.1,87,9.375,1007,85,6,4,0,122,119,122,0,1,3.1,météo très défavorable
2020-12-11,10,7,17,7,9,9,11.5,95,6.75,1000,96.25,10,9,4,176,389,353,0,2,3.1,météo défavorable
2020-12-12,9,7,19,7,9,8,3.7,97,5.25,1007,86,9,7,6,143,266,263,0,2,3.1,météo défavorable
2020-12-13,7,5,15,5,6,5,0.2,85,9,1012,50.875,7,4,3,116,116,266,0,3,4.9,météo très défavorable
2020-12-14,10,9,16,9,10,10,2.9,90,7.625,1008,81.125,10,8,6,176,119,296,0,2,3.1,météo défavorable
2020-12-15,11,10,15,11,10,11,18.2,90,8.625,1015,67.625,11,9,8,302,296,116,0,3,4.9,météo très défavorable
2020-12-16,10,7,14,7,9,10,0,94,8,1015,48.25,10,7,5,143,116,119,0,3,6.8,météo défavorable
2020-12-17,11,9,15,9,10,10,0.5,86,9,1023,59.75,11,7,6,266,116,116,0,2,6.8,météo défavorable
2020-12-18,11,7,14,7,9,11,0,92,10,1023,33,11,8,5,119,116,116,0,2,8.2,météo défavorable
2020-12-19,11,10,18,10,11,10,1.1,87,8,1016,70.375,11,8,7,116,266,122,0,4,3.1,météo défavorable
2020-12-20,10,8,13,8,9,10,0,90,10,1023,55,10,7,6,116,116,116,0,2,8.2,météo défavorable
2020-12-21,10,8,26,8,9,9,11.9,90,7.125,1022,90.125,11,11,5,116,296,266,0,2,3.1,météo défavorable
2020-12-22,14,13,19,13,14,14,2.9,90,8.375,1018,93.625,14,12,11,176,266,176,0,3,3.1,météo défavorable
2020-12-23,13,12,20,13,13,10,17.3,90,7.5,1017,94,13,12,10,296,266,302,0,3,3.1,météo très défavorable
2020-12-24,9,7,27,9,8,5,4.7,75,8.75,1022,90.875,9,5,3,296,176,266,0,2,3.1,météo défavorable
2020-12-25,6,5,19,5,6,5,1.3,79,8.625,1030,74.5,6,1,1,266,116,362,0,2,3.1,météo très défavorable
2020-12-26,5,3,14,3,4,5,0,78,10,1030,67.875,5,1,1,119,116,122,0,1,6.8,météo très défavorable
2020-12-27,8,7,43,7,8,7,27.6,82,8.125,1013,97.625,8,5,2,176,296,308,0,2,3.2,météo très défavorable
2020-12-28,5,4,22,4,4,5,6.4,79,8.5,977,81.875,5,3,-0,176,116,389,0,1,3.2,météo très défavorable
2020-12-29,5,3,17,4,4,4,10.4,89,7.375,994,93.125,5,3,-1,122,338,122,2.9,1,3.2,météo très défavorable
2020-12-30,6,2,13,2,5,5,1.4,88,10,1008,87.375,6,2,0,116,122,353,0,1,3.2,météo très défavorable
2020-12-31,6,5,17,6,6,4,5.8,91,9.375,1004,87.875,6,5,1,296,296,176,0,2,3.2,météo très défavorable
